carat,cut,depth,table,price,x,y,z
0.9,2,63.6,59.0,4309,6.06,6.11,3.87
0.9,2,63.5,59.0,4309,6.1,6.13,3.88
0.9,3,62.9,58.0,4309,6.06,6.12,3.83
0.9,3,62.1,59.0,4309,6.09,6.14,3.8
0.9,2,63.8,55.0,4309,6.09,6.13,3.9
0.9,4,62.4,58.0,4309,6.15,6.19,3.85
0.91,2,59.9,61.0,4309,6.18,6.24,3.72
0.9,4,61.5,60.0,4309,6.16,6.13,3.78
0.92,5,62.6,57.0,4309,6.22,6.18,3.88
0.9,3,63.3,54.0,4309,6.19,6.11,3.89
0.9,1,65.8,61.0,4309,5.99,5.96,3.93
0.9,5,62.4,54.0,4309,6.22,6.19,3.87
1.04,3,63.2,57.0,4310,6.45,6.4,4.06
1.21,4,62.4,60.0,4310,6.77,6.73,4.21
0.66,3,60.7,59.0,4311,5.6,5.67,3.42
1.0,3,61.9,59.0,4311,6.39,6.43,3.97
1.0,3,60.7,59.0,4311,6.38,6.44,3.89
1.0,1,64.5,54.0,4312,6.34,6.28,4.07
1.0,3,62.2,59.0,4312,6.35,6.38,3.96
1.21,3,62.7,57.0,4312,6.72,6.77,4.23
1.0,3,60.6,61.0,4312,6.39,6.44,3.89
1.0,2,63.3,55.0,4312,6.25,6.29,3.97
1.12,3,60.6,60.0,4312,6.73,6.77,4.09
1.1,2,57.7,60.0,4312,6.82,6.77,3.92
1.1,4,60.4,61.0,4312,6.73,6.69,4.05
1.0,1,65.3,58.0,4312,6.25,6.18,4.06
1.0,1,65.1,57.0,4312,6.27,6.23,4.07
1.0,4,61.9,61.0,4312,6.36,6.31,3.92
1.0,1,64.7,60.0,4312,6.22,6.18,4.01
1.0,1,68.3,58.0,4312,5.98,5.95,4.08
1.0,2,64.3,62.0,4312,6.18,6.13,3.96
1.0,5,61.4,56.0,4312,6.46,6.41,3.95
0.91,4,61.8,60.0,4313,6.18,6.22,3.83
1.01,3,63.1,57.0,4313,6.32,6.36,4.0
1.06,5,62.2,56.0,4313,6.49,6.53,4.05
1.07,5,59.2,57.0,4314,6.7,6.64,3.95
0.81,5,62.0,57.0,4314,5.96,5.98,3.7
0.9,5,60.7,57.0,4314,6.19,6.33,3.8
1.07,4,60.7,61.0,4314,6.6,6.55,3.99
1.07,3,60.4,63.0,4314,6.67,6.6,4.01
1.03,3,63.0,57.0,4315,6.4,6.42,4.04
0.9,3,62.6,58.0,4315,6.11,6.15,3.84
0.9,3,62.6,61.0,4315,6.06,6.11,3.81
0.9,3,63.0,56.0,4315,6.11,6.15,3.86
1.15,5,60.5,56.0,4315,6.83,6.8,4.13
0.81,5,59.5,60.0,4315,6.08,6.15,3.64
1.09,5,60.3,57.0,4315,6.64,6.7,4.02
0.9,2,64.2,59.0,4315,6.02,6.1,3.89
1.11,4,59.9,60.0,4315,6.78,6.71,4.04
0.91,3,59.5,58.0,4316,6.26,6.34,3.75
1.0,3,61.7,55.0,4316,6.4,6.46,3.97
1.11,3,62.4,57.7,4316,6.57,6.64,4.12
1.01,5,62.2,56.0,4316,6.35,6.42,3.97
1.04,3,63.1,58.0,4316,6.43,6.37,4.04
1.04,4,62.1,56.0,4316,6.48,6.41,4.01
1.01,4,59.6,59.0,4317,6.59,6.52,3.91
0.91,5,61.6,55.0,4317,6.21,6.28,3.85
0.93,5,61.7,55.0,4317,6.26,6.29,3.87
1.01,1,65.3,59.0,4317,6.28,6.24,4.09
0.84,3,60.4,62.0,4318,6.1,6.15,3.7
1.08,4,60.7,60.0,4318,6.64,6.61,4.02
0.9,5,62.0,57.0,4318,6.21,6.25,3.86
1.02,2,61.5,61.0,4318,6.34,6.41,3.92
1.08,4,59.8,57.0,4318,6.72,6.66,4.0
1.08,3,63.2,57.0,4318,6.54,6.5,4.12
1.05,4,62.5,60.0,4318,6.5,6.45,4.05
1.05,4,61.3,58.0,4318,6.6,6.55,4.03
1.05,3,63.2,54.0,4318,6.52,6.49,4.11
1.05,4,61.6,60.0,4318,6.56,6.49,4.02
1.02,4,60.3,59.0,4318,6.53,6.5,3.93
0.84,4,59.7,59.0,4318,6.16,6.13,3.67
1.02,3,63.0,58.0,4319,6.37,6.43,4.03
1.02,5,62.4,57.0,4319,6.4,6.43,4.0
1.0,4,61.8,58.0,4319,6.39,6.43,3.96
1.02,5,60.7,57.0,4319,6.51,6.54,3.96
1.07,4,58.2,58.0,4319,6.79,6.72,3.93
1.07,5,61.1,57.0,4319,6.66,6.6,4.05
1.16,4,62.0,59.0,4320,6.74,6.62,4.14
0.9,3,62.4,59.0,4320,6.1,6.15,3.82
0.65,5,61.9,56.0,4320,5.53,5.56,3.43
1.01,4,62.7,59.0,4320,6.33,6.27,3.95
1.01,2,60.3,64.0,4320,6.52,6.49,3.92
1.01,4,60.6,61.0,4320,6.39,6.35,3.86
1.45,1,64.8,67.0,4320,7.16,7.0,4.64
1.07,3,62.9,59.0,4321,6.51,6.58,4.12
0.9,4,60.4,59.0,4321,6.24,6.27,3.78
1.0,3,59.8,58.0,4321,6.47,6.53,3.89
1.0,3,59.6,59.0,4321,6.48,6.51,3.87
1.0,3,63.9,57.0,4321,6.24,6.27,4.0
1.04,4,62.8,55.0,4321,6.48,6.41,4.05
1.04,2,64.2,56.0,4321,6.39,6.36,4.09
1.12,4,62.4,58.0,4321,6.63,6.59,4.13
1.06,2,63.9,60.0,4321,6.45,6.41,4.11
1.09,3,59.2,63.0,4322,6.71,6.67,3.96
1.09,4,62.5,59.0,4322,6.56,6.53,4.09
1.09,4,61.8,59.0,4322,6.59,6.53,4.06
1.16,3,63.7,56.0,4323,6.63,6.68,4.24
0.7,5,61.4,57.0,4323,5.71,5.76,3.52
0.7,5,61.5,57.0,4323,5.68,5.71,3.5
1.04,5,60.3,57.0,4323,6.54,6.59,3.96
0.9,3,62.2,57.0,4324,6.1,6.15,3.81
0.9,3,63.2,59.0,4324,6.08,6.11,3.85
0.9,3,62.2,59.0,4324,6.14,6.18,3.83
1.17,4,59.6,60.0,4324,6.88,6.85,4.09
1.27,2,59.2,64.0,4324,7.06,6.99,4.16
0.9,5,60.7,57.0,4324,6.25,6.21,3.78
0.93,3,60.5,57.0,4325,6.32,6.37,3.84
0.71,5,61.6,54.0,4325,5.74,5.78,3.55
0.68,5,61.3,57.0,4325,5.66,5.69,3.48
0.84,5,61.8,56.0,4325,6.02,6.11,3.75
1.12,5,62.5,57.0,4325,6.63,6.59,4.13
1.03,5,61.1,57.0,4325,6.48,6.52,3.97
0.92,5,60.5,57.0,4325,6.27,6.32,3.81
1.03,2,63.1,56.0,4326,6.35,6.39,4.02
1.03,3,58.6,61.0,4326,6.6,6.64,3.88
1.01,2,63.2,55.0,4326,6.32,6.4,4.02
0.92,2,64.0,56.0,4326,6.12,6.17,3.93
1.03,4,62.0,58.0,4326,6.47,6.43,4.0
1.16,4,62.2,58.0,4326,6.75,6.68,4.18
1.16,4,62.1,58.0,4326,6.78,6.71,4.19
1.03,3,60.7,63.0,4326,6.48,6.44,3.92
1.01,4,62.4,59.0,4327,6.39,6.34,3.97
1.01,2,63.8,56.0,4327,6.32,6.28,4.02
0.92,3,61.6,58.0,4327,6.19,6.22,3.82
0.82,5,62.4,54.0,4327,5.99,6.02,3.75
1.01,4,62.0,58.0,4327,6.41,6.37,3.96
1.01,4,62.7,58.0,4327,6.44,6.38,4.02
1.01,4,60.5,58.0,4327,6.55,6.47,3.94
1.01,4,61.9,59.0,4327,6.46,6.39,3.98
1.01,5,59.6,57.0,4327,6.59,6.54,3.91
1.01,4,60.1,59.0,4327,6.55,6.46,3.91
1.01,5,60.5,58.0,4327,6.52,6.48,3.93
1.01,4,60.4,59.0,4327,6.57,6.52,3.95
1.01,4,62.5,60.0,4327,6.39,6.34,3.98
1.01,4,61.0,58.0,4327,6.48,6.43,3.94
1.01,4,60.1,61.0,4327,6.6,6.55,3.95
0.9,3,62.3,59.0,4328,6.1,6.17,3.82
0.9,3,62.5,58.0,4328,6.08,6.14,3.82
1.0,1,67.1,57.0,4328,6.06,6.1,4.08
1.15,4,62.5,58.0,4328,6.72,6.65,4.18
1.15,4,61.7,60.0,4328,6.78,6.7,4.16
1.03,1,57.6,58.0,4328,6.67,6.58,3.81
1.03,4,61.4,58.0,4328,6.49,6.45,3.97
1.5,1,70.1,58.0,4328,6.96,6.85,4.84
0.92,5,60.9,57.0,4328,6.33,6.29,3.84
1.19,3,63.4,56.8,4329,6.7,6.79,4.27
1.04,4,58.2,59.0,4330,6.67,6.62,3.87
1.01,4,61.7,56.0,4330,6.44,6.39,3.96
1.05,5,61.2,57.0,4331,6.55,6.62,4.03
1.05,5,61.2,57.0,4331,6.54,6.59,4.02
1.25,4,62.3,59.0,4331,6.82,6.86,4.26
1.19,4,61.9,58.0,4332,6.84,6.77,4.21
0.91,4,62.1,58.0,4332,6.15,6.18,3.83
1.04,3,60.2,60.0,4332,6.52,6.57,3.94
1.01,3,62.2,58.0,4332,6.33,6.38,3.95
1.01,3,62.1,58.0,4332,6.35,6.41,3.96
1.06,5,62.8,56.0,4333,6.52,6.47,4.08
1.08,5,62.2,57.0,4333,6.56,6.6,4.09
0.96,5,61.7,56.0,4333,6.4,6.34,3.93
1.0,4,62.9,56.0,4333,6.42,6.36,4.02
1.0,4,59.9,61.0,4333,6.46,6.42,3.86
1.0,4,61.6,62.0,4333,6.37,6.3,3.9
0.91,3,62.5,58.0,4334,6.1,6.16,3.83
0.88,5,62.0,59.0,4334,6.12,6.13,3.8
0.9,4,62.9,58.0,4334,6.15,6.12,3.86
0.9,2,62.6,65.0,4334,6.1,6.04,3.8
0.9,4,63.0,59.0,4334,6.13,6.1,3.85
0.78,5,62.1,55.0,4336,5.9,5.95,3.68
1.01,5,62.5,57.0,4336,6.38,6.45,4.01
0.39,2,63.3,56.0,581,4.6,4.63,2.92
0.39,5,61.4,57.0,581,4.66,4.72,2.88
0.39,3,62.7,54.0,581,4.64,4.71,2.93
0.38,4,60.5,58.0,581,4.67,4.72,2.84
0.39,4,61.3,60.0,581,4.65,4.68,2.86
0.25,5,61.7,56.0,582,4.05,4.07,2.51
0.25,5,62.6,55.0,582,4.03,4.04,2.52
0.25,5,62.6,56.0,582,4.01,4.05,2.52
0.31,5,62.1,56.0,582,4.35,4.38,2.71
0.25,5,61.1,57.0,582,4.06,4.07,2.48
0.25,3,61.2,55.0,583,4.1,4.14,2.52
0.23,3,61.4,56.0,583,3.94,3.97,2.43
0.23,3,61.5,56.0,583,3.95,4.0,2.44
0.23,3,61.6,57.0,583,3.96,3.99,2.45
0.23,3,61.8,57.0,583,3.94,3.96,2.44
0.23,3,62.3,55.0,583,3.93,3.96,2.46
0.23,3,62.8,54.0,583,3.92,3.94,2.47
0.23,3,62.4,54.0,583,3.95,3.98,2.47
0.23,3,62.2,57.0,583,3.93,3.96,2.45
0.36,3,61.0,55.0,583,4.62,4.66,2.83
0.27,5,60.0,62.0,583,4.21,4.22,2.53
0.27,5,61.9,54.0,583,4.14,4.16,2.57
0.27,5,61.8,53.0,583,4.18,4.2,2.59
0.37,5,61.3,55.0,583,4.61,4.65,2.84
0.37,4,61.1,60.0,583,4.63,4.6,2.82
0.37,4,60.7,60.0,583,4.68,4.65,2.83
0.31,5,61.9,55.0,583,4.36,4.37,2.7
0.31,2,63.3,57.0,583,4.28,4.31,2.72
0.31,2,63.5,55.0,583,4.31,4.32,2.74
0.31,5,61.6,56.0,583,4.35,4.38,2.69
1.01,5,62.4,57.0,4336,6.37,6.41,3.99
0.74,2,58.4,60.0,4336,6.03,6.06,3.53
1.01,3,60.6,59.0,4337,6.42,6.45,3.9
0.91,5,62.0,56.0,4337,6.19,6.22,3.85
1.21,4,59.9,61.0,4337,6.89,6.85,4.11
1.01,3,63.1,54.0,4338,6.43,6.37,4.04
1.01,2,63.6,57.0,4338,6.34,6.3,4.02
1.01,4,60.8,61.0,4338,6.5,6.45,3.94
1.01,2,57.6,62.0,4338,6.66,6.56,3.81
1.01,4,59.2,59.0,4338,6.58,6.52,3.88
1.23,4,58.0,61.0,4338,7.07,7.03,4.09
1.01,4,62.6,60.0,4338,6.39,6.35,3.99
1.01,4,61.8,57.0,4338,6.47,6.42,3.98
1.01,4,63.0,59.0,4338,6.32,6.27,3.96
1.01,4,62.6,60.0,4338,6.4,6.37,4.0
1.01,4,62.8,59.0,4338,6.33,6.29,3.96
0.72,3,60.8,58.0,4339,5.79,5.83,3.53
1.01,2,63.4,55.0,4339,6.35,6.42,4.05
1.01,2,64.2,58.0,4339,6.24,6.29,4.02
1.07,3,64.6,60.0,4340,6.35,6.4,4.12
1.0,4,61.5,60.0,4340,6.35,6.33,3.9
1.25,4,60.1,60.0,4340,6.99,6.95,4.19
1.25,4,61.1,58.0,4340,6.96,6.91,4.24
1.02,3,62.6,57.0,4341,6.42,6.46,4.03
0.7,5,62.4,55.0,4341,5.65,5.69,3.54
1.02,4,61.3,58.0,4341,6.47,6.45,3.96
0.95,4,60.1,61.0,4341,6.37,6.35,3.82
1.08,5,62.1,56.0,4344,6.54,6.6,4.08
1.04,5,61.7,57.0,4344,6.49,6.54,4.02
0.91,2,63.1,58.0,4345,6.13,6.19,3.89
1.52,4,62.3,60.0,4345,7.34,7.28,4.56
1.01,3,61.9,58.0,4346,6.36,6.4,3.95
1.2,2,63.6,60.0,4346,6.72,6.67,4.26
1.03,5,60.6,56.0,4347,6.58,6.57,3.99
1.15,4,62.3,55.0,4347,6.76,6.66,4.18
1.15,4,62.6,57.0,4347,6.73,6.69,4.2
1.15,5,61.8,57.0,4347,6.73,6.67,4.14
1.02,3,62.8,59.0,4348,6.33,6.38,3.99
1.0,3,62.3,56.0,4348,6.33,6.39,3.96
1.13,3,61.6,57.0,4348,6.73,6.78,4.16
1.01,4,58.1,60.0,4348,6.61,6.55,3.82
1.09,3,60.9,57.0,4349,6.64,6.69,4.06
1.13,4,59.4,58.0,4350,6.74,6.8,4.02
0.92,4,62.3,58.0,4350,6.21,6.27,3.89
0.78,5,62.2,57.0,4350,5.86,5.9,3.66
1.01,5,62.1,57.0,4350,6.48,6.44,4.01
0.93,3,62.8,59.0,4351,6.13,6.16,3.86
0.9,5,61.6,56.0,4351,6.19,6.21,3.82
1.01,3,60.4,60.0,4352,6.48,6.57,3.94
0.91,4,63.0,59.0,4352,6.15,6.11,3.86
1.34,3,61.1,63.0,4352,7.08,7.01,4.3
1.18,3,62.2,58.0,4353,6.74,6.79,4.21
1.27,4,62.4,56.0,4353,6.93,6.88,4.32
1.02,5,61.9,56.0,4353,6.47,6.51,4.02
0.9,2,64.8,54.0,4353,6.12,6.07,3.95
1.02,3,63.9,57.9,4354,6.28,6.33,4.03
1.1,4,62.1,58.0,4354,6.61,6.59,4.1
1.05,4,60.4,57.0,4354,6.61,6.54,3.97
1.08,5,61.4,57.0,4355,6.67,6.62,4.08
0.9,4,61.2,61.0,4355,6.18,6.08,3.75
1.01,5,62.1,56.0,4355,6.39,6.43,3.98
1.01,4,62.5,60.0,4355,6.39,6.42,4.0
1.01,3,61.8,56.0,4355,6.42,6.5,3.99
1.01,3,62.4,58.0,4355,6.36,6.42,3.99
1.01,3,59.6,61.0,4355,6.56,6.59,3.92
1.01,3,62.8,57.0,4355,6.35,6.38,4.0
1.01,2,63.3,58.0,4355,6.37,6.39,4.04
1.01,3,63.4,56.0,4355,6.4,6.34,4.04
1.01,4,62.3,58.0,4355,6.44,6.4,4.0
0.97,2,64.5,61.0,4355,6.16,6.21,3.99
0.9,4,60.3,61.0,4355,6.25,6.22,3.76
0.9,4,62.0,58.0,4355,6.16,6.13,3.81
1.08,4,60.5,60.0,4355,6.67,6.61,4.02
1.01,1,65.0,55.0,4355,6.31,6.27,4.09
1.01,4,61.3,59.0,4355,6.47,6.41,3.95
0.96,5,62.6,57.0,4355,6.28,6.24,3.92
0.96,5,63.0,54.0,4355,6.27,6.24,3.94
1.01,2,63.6,58.0,4355,6.36,6.28,4.02
1.01,4,61.9,58.0,4355,6.48,6.42,3.99
1.01,4,59.5,55.0,4355,6.59,6.53,3.9
1.1,3,62.7,58.0,4356,6.54,6.58,4.11
1.02,2,59.2,58.0,4356,6.51,6.56,3.87
1.01,5,61.7,56.0,4357,6.41,6.46,3.97
1.06,2,62.2,61.0,4357,6.47,6.53,4.04
0.91,4,60.8,56.0,4357,6.28,6.21,3.8
0.9,3,62.4,55.0,4358,6.11,6.17,3.83
1.02,5,61.0,58.0,4360,6.5,6.54,3.98
0.91,5,61.0,57.0,4360,6.25,6.28,3.82
1.13,4,62.3,59.0,4360,6.68,6.65,4.15
1.1,2,57.0,62.0,4361,6.91,6.84,3.92
1.1,3,58.6,63.0,4361,6.76,6.69,3.94
1.09,5,62.0,54.0,4361,6.64,6.61,4.11
0.7,3,63.4,59.0,4362,5.63,5.64,3.57
1.03,4,61.6,59.0,4362,6.46,6.49,3.99
1.08,3,60.3,58.0,4362,6.65,6.72,4.03
1.01,4,62.4,58.0,4362,6.38,6.41,3.99
0.72,5,61.0,56.0,4362,5.78,5.8,3.53
0.8,5,62.2,56.0,4362,5.93,5.96,3.7
0.9,2,61.1,62.0,4362,6.2,6.24,3.8
1.07,4,60.5,59.0,4362,6.67,6.59,4.01
0.71,3,61.0,56.0,4363,5.75,5.79,3.52
1.01,3,63.5,55.0,4363,6.32,6.38,4.03
1.05,4,61.7,60.0,4363,6.58,6.49,4.03
1.02,5,62.6,58.0,4363,6.42,6.4,4.01
0.85,5,61.6,57.0,4363,6.07,6.1,3.75
1.05,4,62.8,55.0,4363,6.55,6.48,4.09
1.05,4,62.3,56.0,4363,6.55,6.51,4.07
1.04,3,62.4,54.0,4364,6.46,6.53,4.05
1.05,5,61.3,56.0,4364,6.56,6.59,4.03
0.96,4,58.7,62.0,4365,6.41,6.39,3.76
0.84,4,60.6,57.0,4365,6.15,6.06,3.7
1.07,4,61.7,58.0,4366,6.55,6.58,4.05
1.07,4,61.8,58.0,4366,6.51,6.57,4.04
1.02,5,62.0,55.0,4366,6.4,6.51,4.0
0.94,5,60.9,57.0,4366,6.34,6.36,3.87
1.2,5,62.2,57.0,4368,6.8,6.77,4.22
1.5,1,71.3,58.0,4368,6.85,6.81,4.87
1.2,1,66.2,59.0,4368,6.55,6.47,4.31
1.04,5,61.8,55.0,4368,6.54,6.5,4.03
1.04,4,60.4,59.0,4368,6.59,6.55,3.97
1.2,5,61.1,57.0,4368,6.9,6.81,4.19
1.02,2,61.4,61.0,4368,6.4,6.44,3.94
1.04,4,62.0,57.0,4368,6.5,6.47,4.02
1.04,4,61.8,60.0,4368,6.51,6.47,4.01
1.04,4,61.5,59.0,4368,6.54,6.51,4.01
1.2,4,62.5,58.0,4368,6.74,6.69,4.2
1.3,4,60.7,59.0,4368,7.06,7.0,4.27
1.2,1,64.8,58.0,4368,6.61,6.56,4.27
1.0,4,61.8,59.0,4368,6.38,6.33,3.93
1.04,4,58.6,60.0,4368,6.67,6.63,3.9
1.0,1,65.4,61.0,4368,6.22,6.17,4.05
1.04,5,61.1,56.0,4368,6.66,6.6,4.05
1.0,1,57.4,68.0,4368,6.52,6.47,3.73
0.51,1,60.7,66.0,4368,5.21,5.11,3.13
0.9,3,62.5,58.0,4369,6.1,6.15,3.83
1.01,3,62.6,58.0,4369,6.34,6.44,4.0
0.7,5,62.0,53.4,4369,5.69,5.72,3.54
0.9,5,62.5,53.0,4369,6.17,6.22,3.87
1.01,2,65.5,58.0,4369,6.11,6.25,4.05
0.91,3,62.1,59.0,4370,6.17,6.2,3.84
0.9,2,62.4,58.0,4370,6.08,6.1,3.8
0.9,2,63.1,57.0,4370,6.13,6.16,3.88
1.02,4,62.9,59.0,4370,6.4,6.38,4.02
1.02,3,63.1,60.0,4370,6.41,6.34,4.02
1.04,4,62.8,59.0,4370,6.45,6.41,4.04
1.02,5,62.7,57.0,4370,6.44,6.42,4.03
1.02,4,62.5,59.0,4370,6.42,6.37,4.0
1.13,5,61.9,56.0,4371,6.67,6.71,4.14
1.01,4,61.0,56.0,4371,6.42,6.36,3.9
1.09,3,62.3,59.0,4372,6.56,6.63,4.11
1.06,3,62.8,57.0,4372,6.49,6.57,4.1
1.06,4,61.9,59.0,4372,6.5,6.52,4.03
1.0,3,61.3,61.0,4372,6.36,6.39,3.91
1.0,3,61.6,61.0,4372,6.33,6.36,3.91
1.06,4,62.4,58.0,4372,6.5,6.54,4.07
1.0,5,61.2,57.0,4372,6.39,6.48,3.94
1.0,5,61.3,56.0,4372,6.43,6.46,3.95
1.0,4,61.6,59.0,4372,6.39,6.47,3.96
1.0,2,64.0,57.0,4372,6.29,6.33,4.04
1.0,3,61.1,61.0,4372,6.35,6.38,3.89
0.73,5,61.3,56.0,4372,5.79,5.82,3.56
0.84,5,61.4,56.0,4372,6.04,6.15,3.74
0.93,4,62.3,58.0,4373,6.18,6.22,3.86
1.12,4,61.1,59.0,4373,6.66,6.69,4.08
1.12,3,62.5,58.0,4373,6.58,6.63,4.13
1.02,3,60.0,57.0,4373,6.53,6.57,3.93
0.85,5,61.8,55.0,4373,6.09,6.11,3.77
0.85,5,61.9,56.0,4373,6.03,6.09,3.75
1.32,4,59.2,61.0,4373,7.21,7.14,4.25
1.03,3,62.2,56.0,4374,6.46,6.49,4.03
1.07,5,61.9,55.0,4374,6.53,6.58,4.06
0.93,5,62.2,55.0,4374,6.24,6.27,3.89
1.05,4,60.2,61.0,4374,6.64,6.61,3.99
1.07,5,61.7,57.0,4374,6.59,6.56,4.06
1.07,4,60.6,60.0,4374,6.66,6.63,4.03
1.04,5,60.7,57.0,4375,6.51,6.61,3.98
1.04,5,61.4,57.0,4375,6.48,6.54,4.0
1.04,3,62.6,58.0,4375,6.42,6.49,4.04
1.01,3,60.0,62.0,4375,6.41,6.53,3.88
1.24,4,62.8,58.0,4375,6.88,6.79,4.28
1.24,1,64.9,60.0,4375,6.7,6.63,4.32
1.02,5,60.5,57.0,4375,6.56,6.52,3.95
0.93,2,63.8,58.0,4375,6.14,6.09,3.9
1.11,5,61.9,57.0,4377,6.62,6.66,4.11
0.76,5,61.7,56.0,4377,5.84,5.87,3.61
1.21,5,62.0,56.0,4377,6.84,6.8,4.23
0.83,5,62.0,54.9,4378,6.03,6.04,3.74
1.01,5,64.1,58.0,4378,6.27,6.21,4.0
0.92,4,61.3,58.0,4379,6.19,6.25,3.81
1.0,3,62.0,57.0,4379,6.4,6.34,3.95
0.9,3,61.4,58.0,4379,6.18,6.23,3.81
0.71,5,61.7,56.0,4380,5.71,5.74,3.53
1.02,4,61.9,58.0,4381,6.47,6.42,3.99
0.9,3,63.0,57.0,4381,6.09,6.13,3.85
0.9,2,63.5,57.0,4381,6.11,6.15,3.89
0.9,3,61.0,63.0,4381,6.1,6.13,3.73
0.9,2,63.3,57.0,4381,6.07,6.12,3.86
0.9,4,62.7,58.0,4381,6.09,6.15,3.84
0.9,3,59.4,62.0,4381,6.19,6.24,3.69
0.9,3,61.5,58.0,4381,6.15,6.21,3.8
0.9,3,62.6,58.0,4381,6.11,6.15,3.84
0.9,2,63.2,55.0,4381,6.1,6.14,3.87
0.9,3,62.7,56.0,4381,6.12,6.16,3.85
0.9,3,61.2,60.0,4381,6.14,6.19,3.77
0.9,2,64.3,59.0,4381,6.04,6.09,3.9
1.02,4,60.0,62.0,4381,6.59,6.5,3.93
1.02,1,65.5,60.0,4381,6.27,6.24,4.1
1.02,4,60.9,61.0,4381,6.39,6.31,3.87
1.02,4,61.5,58.0,4381,6.51,6.33,3.95
1.02,4,62.1,57.0,4381,6.41,6.37,3.97
0.9,3,63.2,54.0,4382,6.1,6.17,3.88
0.9,2,64.0,55.0,4382,6.05,6.02,3.86
1.03,5,62.5,54.0,4382,6.46,6.5,4.05
0.9,2,62.2,63.0,4382,6.14,6.23,3.85
0.76,5,61.8,54.0,4382,5.9,5.87,3.64
1.0,3,62.2,55.0,4383,6.39,6.44,3.99
1.09,5,60.0,59.0,4383,6.72,6.77,4.05
1.01,5,61.0,56.0,4383,6.48,6.54,3.97
0.74,5,61.9,55.0,4383,5.79,5.84,3.6
1.01,3,62.3,59.0,4384,6.31,6.37,3.95
1.03,4,60.7,60.0,4384,6.61,6.53,3.99
1.03,5,61.1,57.0,4384,6.55,6.52,3.99
0.9,4,60.8,59.0,4385,6.24,6.19,3.78
1.13,3,63.5,59.0,4385,6.62,6.55,4.18
0.9,4,59.1,62.0,4385,6.33,6.3,3.73
0.9,4,58.0,61.0,4385,6.45,6.34,3.71
1.13,5,61.7,57.0,4385,6.7,6.59,4.13
0.9,4,61.6,57.0,4385,6.25,6.19,3.83
0.9,4,59.8,55.0,4385,6.34,6.3,3.78
0.9,4,61.8,60.0,4386,6.16,6.21,3.82
0.9,3,61.5,60.0,4386,6.13,6.16,3.78
0.91,5,61.9,56.0,4386,6.17,6.21,3.83
1.0,2,60.2,65.0,4386,6.38,6.41,3.85
1.2,4,62.8,62.0,4387,6.69,6.65,4.19
1.44,4,62.7,55.0,4387,7.21,7.18,4.51
0.93,4,58.3,60.0,4387,6.45,6.37,3.74
0.8,5,61.1,57.0,4388,5.97,6.0,3.65
0.96,4,59.1,58.0,4388,6.53,6.44,3.83
1.0,2,62.7,60.0,4389,6.24,6.3,3.93
1.0,3,62.2,60.0,4389,6.34,6.45,3.98
1.0,2,63.4,56.0,4389,6.34,6.37,4.03
1.0,4,59.0,60.0,4389,6.52,6.56,3.86
1.0,2,63.9,56.0,4389,6.28,6.31,4.02
1.0,2,61.2,62.0,4389,6.32,6.36,3.88
0.91,3,63.5,56.0,4389,6.13,6.18,3.91
1.0,5,58.3,61.0,4390,6.56,6.61,3.84
1.1,5,61.5,55.0,4390,6.65,6.68,4.1
0.9,5,62.2,55.0,4390,6.16,6.21,3.85
1.0,3,63.3,55.0,4390,6.29,6.25,3.97
1.12,4,60.6,60.0,4390,6.77,6.73,4.09
1.0,4,62.2,59.0,4390,6.38,6.35,3.96
1.0,4,60.6,61.0,4390,6.44,6.39,3.89
1.13,3,62.9,57.7,4391,6.6,6.64,4.16
1.03,5,61.7,55.0,4391,6.48,6.52,4.01
1.08,2,58.0,61.0,4391,6.72,6.77,3.91
1.21,4,62.7,57.0,4391,6.77,6.72,4.23
1.21,4,61.8,60.0,4391,6.86,6.76,4.21
0.91,5,61.0,57.0,4392,6.2,6.26,3.8
1.0,3,62.5,55.0,4392,6.38,6.41,4.0
1.0,2,61.0,61.0,4394,6.37,6.44,3.91
1.09,4,61.2,62.0,4395,6.63,6.58,4.04
1.09,4,61.2,62.0,4395,6.63,6.58,4.04
1.16,2,63.7,63.0,4395,6.55,6.63,4.2
1.0,3,63.7,58.0,4395,6.31,6.35,4.03
1.03,5,61.7,56.0,4395,6.49,6.53,4.02
0.9,2,61.0,62.0,4395,6.16,6.24,3.78
1.01,4,58.8,58.0,4395,6.59,6.51,3.85
1.01,4,62.3,60.0,4395,6.31,6.25,3.91
0.9,3,59.6,59.0,4397,6.27,6.31,3.75
1.02,5,61.1,58.0,4397,6.45,6.49,3.95
1.02,5,60.7,57.0,4397,6.5,6.54,3.96
1.01,2,59.3,62.0,4397,6.51,6.58,3.88
1.02,1,59.6,57.0,4398,6.65,6.5,3.92
1.02,3,60.5,58.0,4398,6.54,6.58,3.97
1.02,2,63.3,59.0,4398,6.32,6.42,4.03
1.02,3,62.8,55.0,4398,6.4,6.43,4.03
1.02,3,62.9,56.0,4398,6.36,6.43,4.02
1.02,3,63.0,57.0,4398,6.39,6.44,4.04
1.02,5,62.4,55.0,4398,6.44,6.47,4.03
1.02,3,59.6,59.0,4398,6.54,6.59,3.91
1.05,3,62.9,57.0,4398,6.47,6.51,4.08
1.04,1,64.9,56.0,4398,6.39,6.34,4.13
1.02,5,61.4,54.0,4398,6.55,6.52,4.01
1.0,4,61.8,58.0,4398,6.43,6.39,3.96
